timestamp,count,density,density_level,feed_id
2025-09-06T08:59:40.074299,2,0.2170138888888889,Moderate,30afe49b
2025-09-06T08:59:45.960747,22,2.387152777777778,Critical,30afe49b
2025-09-06T08:59:51.986842,15,1.6276041666666667,Extreme,30afe49b
2025-09-06T08:59:57.818787,2,0.2170138888888889,Moderate,30afe49b
2025-09-06T09:00:03.780731,25,2.712673611111111,Critical,30afe49b
2025-09-06T09:00:09.928952,24,2.604166666666667,Critical,30afe49b
2025-09-06T09:00:14.997967,19,2.0616319444444446,Critical,30afe49b
2025-09-06T09:00:21.249877,13,1.410590277777778,Extreme,30afe49b
2025-09-06T09:00:27.473951,17,1.8446180555555558,Extreme,30afe49b
2025-09-06T09:00:33.661493,20,2.170138888888889,Critical,30afe49b
2025-09-06T09:00:40.058359,23,2.4956597222222223,Critical,30afe49b
2025-09-06T09:00:45.606556,18,1.9531250000000002,Extreme,30afe49b
2025-09-06T09:00:51.385909,15,1.6276041666666667,Extreme,30afe49b
2025-09-06T09:00:57.498089,19,2.0616319444444446,Critical,30afe49b
2025-09-06T09:01:02.784556,20,2.170138888888889,Critical,30afe49b
2025-09-06T09:01:08.330046,20,2.170138888888889,Critical,30afe49b
2025-09-06T09:01:14.981063,18,1.9531250000000002,Extreme,30afe49b
2025-09-06T09:01:20.637422,22,2.387152777777778,Critical,30afe49b
2025-09-06T09:01:26.377243,20,2.170138888888889,Critical,30afe49b
2025-09-06T09:01:32.443850,19,2.0616319444444446,Critical,30afe49b
2025-09-06T09:01:39.082951,15,1.6276041666666667,Extreme,30afe49b
2025-09-06T09:01:44.682403,13,1.410590277777778,Extreme,30afe49b
2025-09-06T09:01:49.920665,17,1.8446180555555558,Extreme,30afe49b
2025-09-06T09:01:56.311069,19,2.0616319444444446,Critical,30afe49b
2025-09-06T09:02:02.513673,19,2.0616319444444446,Critical,30afe49b
2025-09-06T09:02:08.664686,16,1.7361111111111112,Extreme,30afe49b
2025-09-06T09:02:14.916041,21,2.2786458333333335,Critical,30afe49b
2025-09-06T09:02:20.170762,21,2.2786458333333335,Critical,30afe49b
2025-09-06T09:02:26.551715,19,2.0616319444444446,Critical,30afe49b
2025-09-06T09:02:31.573078,20,2.170138888888889,Critical,30afe49b
2025-09-06T09:02:37.748813,15,1.6276041666666667,Extreme,30afe49b
2025-09-06T09:02:44.605422,14,1.5190972222222223,Extreme,30afe49b
2025-09-06T09:02:50.455441,23,2.4956597222222223,Critical,30afe49b
2025-09-06T09:02:56.370740,21,2.2786458333333335,Critical,30afe49b
2025-09-06T09:03:02.716797,17,1.8446180555555558,Extreme,30afe49b
2025-09-06T09:03:08.685743,6,0.6510416666666667,High,30afe49b
2025-09-06T09:03:14.069478,21,2.2786458333333335,Critical,30afe49b
2025-09-06T09:03:19.512511,20,2.170138888888889,Critical,30afe49b
2025-09-06T09:03:25.117428,17,1.8446180555555558,Extreme,30afe49b
2025-09-06T09:03:30.625841,18,1.9531250000000002,Extreme,30afe49b
2025-09-06T09:03:37.017882,18,1.9531250000000002,Extreme,30afe49b
2025-09-06T09:03:42.094599,22,2.387152777777778,Critical,30afe49b
2025-09-06T09:03:48.544217,22,2.387152777777778,Critical,30afe49b
2025-09-06T09:03:54.843911,15,1.6276041666666667,Extreme,30afe49b
2025-09-06T09:04:00.836420,20,2.170138888888889,Critical,30afe49b
2025-09-06T09:04:06.710380,21,2.2786458333333335,Critical,30afe49b
2025-09-06T09:04:12.797041,22,2.387152777777778,Critical,30afe49b
2025-09-06T09:04:19.003336,17,1.8446180555555558,Extreme,30afe49b
2025-09-06T09:04:25.620926,13,1.410590277777778,Extreme,30afe49b
2025-09-06T09:04:31.731748,19,2.0616319444444446,Critical,30afe49b
2025-09-06T09:04:38.419587,20,2.170138888888889,Critical,30afe49b
2025-09-06T09:04:44.027586,19,2.0616319444444446,Critical,30afe49b
2025-09-06T09:04:49.834831,18,1.9531250000000002,Extreme,30afe49b
2025-09-06T09:04:55.891284,17,1.8446180555555558,Extreme,30afe49b
2025-09-06T09:05:01.890632,22,2.387152777777778,Critical,30afe49b
2025-09-06T09:05:07.585742,20,2.170138888888889,Critical,30afe49b
2025-09-06T09:05:13.864930,19,2.0616319444444446,Critical,30afe49b
2025-09-06T09:05:19.897574,14,1.5190972222222223,Extreme,30afe49b
2025-09-06T09:05:26.345977,19,2.0616319444444446,Critical,30afe49b
