timestamp,count,density,density_level,feed_id
2025-09-06T07:58:16.280695,29,3.1467013888888893,Critical,f2be33ad
2025-09-06T07:58:24.932096,27,2.9296875,Critical,f2be33ad
2025-09-06T07:58:31.105130,36,3.9062500000000004,Critical,f2be33ad
2025-09-06T07:58:41.906371,39,4.231770833333334,Critical,f2be33ad
2025-09-06T07:58:49.110515,29,3.1467013888888893,Critical,f2be33ad
2025-09-06T07:58:54.944221,92,9.98263888888889,Critical,f2be33ad
2025-09-06T07:59:01.307074,34,3.6892361111111116,Critical,f2be33ad
2025-09-06T07:59:07.304526,35,3.797743055555556,Critical,f2be33ad
2025-09-06T07:59:13.099370,28,3.0381944444444446,Critical,f2be33ad
2025-09-06T07:59:19.204285,27,2.9296875,Critical,f2be33ad
2025-09-06T08:21:13.620358,18,1.9531250000000002,Extreme,f2be33ad
2025-09-06T08:21:19.388876,31,3.363715277777778,Critical,f2be33ad
2025-09-06T08:21:25.380056,27,2.9296875,Critical,f2be33ad
2025-09-06T08:21:31.429060,22,2.387152777777778,Critical,f2be33ad
