timestamp,count,density,density_level,feed_id
2025-09-05T13:32:17.480302,35,3.797743055555556,Critical,2b138895
2025-09-05T13:32:24.785927,4,0.4340277777777778,Moderate,2b138895
2025-09-05T13:32:30.221853,25,2.712673611111111,Critical,2b138895
2025-09-05T13:32:36.231616,25,2.712673611111111,Critical,2b138895
2025-09-05T13:32:41.970797,22,2.387152777777778,Critical,2b138895
2025-09-05T13:32:47.686435,19,2.0616319444444446,Critical,2b138895
2025-09-05T13:32:53.478334,26,2.821180555555556,Critical,2b138895
2025-09-05T13:32:59.309916,24,2.604166666666667,Critical,2b138895
2025-09-05T13:33:06.078413,25,2.712673611111111,Critical,2b138895
2025-09-05T13:33:11.742659,16,1.7361111111111112,Extreme,2b138895
2025-09-05T13:33:17.437560,17,1.8446180555555558,Extreme,2b138895
2025-09-05T13:33:23.651595,23,2.4956597222222223,Critical,2b138895
2025-09-05T13:33:29.915481,22,2.387152777777778,Critical,2b138895
