time,feed_id,entered,exited,occupancy
2025-08-22T04:59:07Z,1102d538,0,0,0
2025-08-22T04:59:08Z,1102d538,0,0,0
2025-08-22T04:59:09Z,1102d538,0,0,0
2025-08-22T04:59:10Z,1102d538,0,0,0
2025-08-22T04:59:11Z,1102d538,0,0,0
2025-08-22T04:59:12Z,1102d538,0,0,0
2025-08-22T04:59:13Z,1102d538,0,0,0
2025-08-22T04:59:14Z,1102d538,0,0,0
2025-08-22T04:59:15Z,1102d538,0,0,0
2025-08-22T04:59:16Z,1102d538,0,0,0
2025-08-22T04:59:17Z,1102d538,0,0,0
2025-08-22T04:59:18Z,1102d538,1,0,1
2025-08-22T04:59:19Z,1102d538,1,0,1
2025-08-22T04:59:20Z,1102d538,1,0,1
2025-08-22T04:59:21Z,1102d538,1,0,1
2025-08-22T04:59:22Z,1102d538,1,0,1
2025-08-22T04:59:23Z,1102d538,1,0,1
2025-08-22T04:59:24Z,1102d538,1,0,1
2025-08-22T04:59:25Z,1102d538,1,0,1
2025-08-22T04:59:26Z,1102d538,1,0,1
2025-08-22T04:59:27Z,1102d538,1,0,1
2025-08-22T04:59:28Z,1102d538,1,0,1
2025-08-22T04:59:29Z,1102d538,1,0,1
2025-08-22T04:59:30Z,1102d538,1,0,1
2025-08-22T04:59:31Z,1102d538,1,0,1
2025-08-22T04:59:32Z,1102d538,1,0,1
2025-08-22T04:59:33Z,1102d538,1,0,1
2025-08-22T04:59:34Z,1102d538,1,0,1
2025-08-22T04:59:35Z,1102d538,1,0,1
2025-08-22T04:59:36Z,1102d538,1,0,1
2025-08-22T04:59:37Z,1102d538,1,0,1
2025-08-22T04:59:38Z,1102d538,1,0,1
2025-08-22T04:59:39Z,1102d538,1,0,1
2025-08-22T04:59:40Z,1102d538,1,0,1
2025-08-22T04:59:41Z,1102d538,1,0,1
2025-08-22T04:59:42Z,1102d538,1,0,1
2025-08-22T04:59:43Z,1102d538,1,0,1
2025-08-22T04:59:44Z,1102d538,1,0,1
2025-08-22T04:59:45Z,1102d538,1,0,1
2025-08-22T04:59:46Z,1102d538,1,0,1
2025-08-22T04:59:47Z,1102d538,1,0,1
2025-08-22T04:59:48Z,1102d538,1,0,1
2025-08-22T04:59:49Z,1102d538,1,0,1
2025-08-22T04:59:50Z,1102d538,1,0,1
2025-08-22T04:59:51Z,1102d538,1,0,1
2025-08-22T04:59:52Z,1102d538,1,0,1
2025-08-22T04:59:53Z,1102d538,1,0,1
2025-08-22T04:59:54Z,1102d538,1,0,1
2025-08-22T04:59:55Z,1102d538,1,0,1
2025-08-22T04:59:56Z,1102d538,1,0,1
2025-08-22T04:59:57Z,1102d538,1,0,1
2025-08-22T04:59:58Z,1102d538,1,0,1
2025-08-22T04:59:59Z,1102d538,1,0,1
2025-08-22T05:00:00Z,1102d538,1,1,0
2025-08-22T05:00:01Z,1102d538,1,1,0
2025-08-22T05:00:02Z,1102d538,1,1,0
2025-08-22T05:00:03Z,1102d538,1,1,0
2025-08-22T05:00:04Z,1102d538,1,1,0
2025-08-22T05:00:05Z,1102d538,1,1,0
2025-08-22T05:00:06Z,1102d538,1,1,0
2025-08-22T05:00:07Z,1102d538,1,1,0
2025-08-22T05:00:08Z,1102d538,2,1,1
2025-08-22T05:00:09Z,1102d538,2,1,1
2025-08-22T05:00:10Z,1102d538,3,1,2
2025-08-22T05:00:11Z,1102d538,3,1,2
2025-08-22T05:00:12Z,1102d538,3,1,2
2025-08-22T05:00:13Z,1102d538,3,1,2
2025-08-22T05:00:14Z,1102d538,3,1,2
2025-08-22T05:00:15Z,1102d538,3,1,2
2025-08-22T05:00:16Z,1102d538,3,1,2
2025-08-22T05:00:17Z,1102d538,3,1,2
2025-08-22T05:00:18Z,1102d538,3,1,2
2025-08-22T05:00:19Z,1102d538,3,1,2
2025-08-22T05:00:20Z,1102d538,3,1,2
2025-08-22T05:00:21Z,1102d538,3,1,2
2025-08-22T05:00:22Z,1102d538,3,1,2
2025-08-22T05:00:23Z,1102d538,3,1,2
2025-08-22T05:00:24Z,1102d538,3,2,1
2025-08-22T05:00:25Z,1102d538,3,2,1
2025-08-22T05:00:26Z,1102d538,3,2,1
