time,feed_id,entered,exited,occupancy
2025-08-23T12:09:12Z,e8f472aa,0,0,0
2025-08-23T12:09:13Z,e8f472aa,0,0,0
2025-08-23T12:09:14Z,e8f472aa,0,0,0
2025-08-23T12:09:15Z,e8f472aa,0,0,0
2025-08-23T12:09:16Z,e8f472aa,0,0,0
2025-08-23T12:09:17Z,e8f472aa,0,0,0
2025-08-23T12:09:18Z,e8f472aa,0,0,0
2025-08-23T12:09:19Z,e8f472aa,0,0,0
2025-08-23T12:09:20Z,e8f472aa,0,0,0
2025-08-23T12:09:21Z,e8f472aa,0,0,0
2025-08-23T12:09:22Z,e8f472aa,0,0,0
2025-08-23T12:09:23Z,e8f472aa,0,0,0
2025-08-23T12:09:24Z,e8f472aa,0,0,0
2025-08-23T12:09:25Z,e8f472aa,0,0,0
2025-08-23T12:09:26Z,e8f472aa,0,0,0
2025-08-23T12:09:27Z,e8f472aa,0,0,0
2025-08-23T12:09:28Z,e8f472aa,0,0,0
2025-08-23T12:09:29Z,e8f472aa,0,0,0
2025-08-23T12:09:30Z,e8f472aa,0,0,0
2025-08-23T12:09:31Z,e8f472aa,0,0,0
2025-08-23T12:09:32Z,e8f472aa,0,0,0
2025-08-23T12:09:33Z,e8f472aa,0,0,0
2025-08-23T12:09:34Z,e8f472aa,0,0,0
2025-08-23T12:09:35Z,e8f472aa,0,0,0
2025-08-23T12:09:36Z,e8f472aa,0,0,0
2025-08-23T12:09:37Z,e8f472aa,0,0,0
2025-08-23T12:09:38Z,e8f472aa,0,0,0
2025-08-23T12:09:39Z,e8f472aa,0,0,0
2025-08-23T12:09:40Z,e8f472aa,0,0,0
2025-08-23T12:09:41Z,e8f472aa,0,0,0
2025-08-23T12:09:42Z,e8f472aa,0,0,0
2025-08-23T12:09:43Z,e8f472aa,0,0,0
2025-08-23T12:09:44Z,e8f472aa,0,0,0
2025-08-23T12:09:45Z,e8f472aa,0,0,0
2025-08-23T12:09:46Z,e8f472aa,0,0,0
2025-08-23T12:09:47Z,e8f472aa,0,0,0
2025-08-23T12:09:48Z,e8f472aa,0,0,0
2025-08-23T12:09:49Z,e8f472aa,0,0,0
2025-08-23T12:09:50Z,e8f472aa,0,0,0
2025-08-23T12:09:51Z,e8f472aa,0,0,0
2025-08-23T12:09:52Z,e8f472aa,0,0,0
2025-08-23T12:09:53Z,e8f472aa,0,0,0
2025-08-23T12:09:54Z,e8f472aa,0,0,0
2025-08-23T12:09:55Z,e8f472aa,0,0,0
2025-08-23T12:09:56Z,e8f472aa,0,0,0
2025-08-23T12:09:57Z,e8f472aa,0,0,0
2025-08-23T12:09:58Z,e8f472aa,0,0,0
2025-08-23T12:09:59Z,e8f472aa,0,0,0
2025-08-23T12:10:00Z,e8f472aa,0,0,0
2025-08-23T12:10:01Z,e8f472aa,0,0,0
2025-08-23T12:10:02Z,e8f472aa,0,1,-1
2025-08-23T12:10:03Z,e8f472aa,0,1,-1
2025-08-23T12:10:04Z,e8f472aa,0,1,-1
2025-08-23T12:10:05Z,e8f472aa,0,1,-1
2025-08-23T12:10:06Z,e8f472aa,0,1,-1
2025-08-23T12:10:07Z,e8f472aa,0,1,-1
